WordChunk,VisualStrength,AuditoryStrength,GustatoryStrength,OlfactoryStrength,TactileStrength,Word,POS,Freq,LogFreq,Modality,AnyPositive,AllEqual
scandinavium__n,0.046551219,0.036544555,0,0,0.045162357,scandinavium,n,NA,NA,Visual,yes,no
plot__v,-0.032264807,-0.022575163,0.004172302,0,0.02687613,plot,v,591,2.771587481,Haptic,yes,no
invigorate__v,0.000401777,0.010004318,0,0,0.019039171,invigorate,v,3,0.477121255,Haptic,yes,no
plutonium__n,-0.041111441,-0.070276243,0.00898207,0.085009392,0.014893266,plutonium,n,100,2,Olfactory,yes,no
apprehension__n,-0.06387885,0.029204062,0.045391865,0,-0.039327598,apprehension,n,39,1.591064607,Gustatory,yes,no
worrisome__a,0.052127646,-0.022722579,-0.0514284,0,-0.041353259,worrisome,a,12,1.079181246,Visual,yes,no
nastiest__a,-0.011053478,0.006106793,0,0,0,nastiest,a,28,1.447158031,Auditory,no,no
machinery__n,-0.004084122,-0.051434674,-0.033422344,0,0.014208038,machinery,n,187,2.271841607,Haptic,yes,no
seattle-based__a,-0.03687681,0.039870906,0,0,0,seattle-based,a,NA,NA,Auditory,yes,no
mug__v,-0.019288143,0.04932939,0,0,0.039571147,mug,v,349,2.542825427,Auditory,yes,no
intent__a,0.012363509,-0.061151966,0.018369517,0,-0.019282842,intent,a,286,2.456366033,Gustatory,yes,no
intent__n,0.001001561,0.011990882,-0.04263952,0,-0.037598975,intent,n,286,2.456366033,Auditory,yes,no
transporter__n,0,0.055702807,0,0,0.064320609,transporter,n,82,1.913813852,Haptic,yes,no
mug__n,0.080456622,0,0.005405364,0,-0.007302539,mug,n,349,2.542825427,Visual,yes,no
disembodied__a,0.084733797,0.045437108,0,0,0,disembodied,a,21,1.322219295,Visual,yes,no
cruiser__n,-0.044632424,0.009455155,-0.055945061,0,0.002422937,cruiser,n,162,2.209515015,Auditory,no,no
booth__n,0.009774019,-0.028827177,-0.010948721,0,-0.019250093,booth,n,1039,3.016615548,Visual,no,no
sturdier__n,0,0,0.151657737,0,0,sturdier,n,1,0,Gustatory,yes,no
emotionally__r,-0.006136094,0.002738062,-0.01378595,0,0.013131141,emotionally,r,354,2.549003262,Haptic,yes,no
blue-chip__a,0.007888815,0,0.068300461,0,-0.028777012,blue-chip,a,NA,NA,Gustatory,yes,no
wrinkle__n,-0.00634335,-0.032314899,-0.034189451,0,-0.068365723,wrinkle,n,96,1.982271233,Olfactory,no,no
startle__v,0.054259637,-0.022970366,0.015733234,0.088960298,-0.021919126,startle,v,60,1.77815125,Olfactory,yes,no
pile__v,-0.027277003,-0.038484944,0.040927835,0,-0.01544328,pile,v,672,2.827369273,Gustatory,yes,no
voice-over__n,0.009732747,-0.000758181,0,0,0.024233665,voice-over,n,NA,NA,Haptic,yes,no
pole__n,-0.033003863,-0.037226672,0.056110435,-0.007597622,0.018542732,pole,n,642,2.807535028,Gustatory,yes,no
backpacks__n,0.031690925,0.02168426,0.064478334,0,0.030302062,backpacks,n,23,1.361727836,Gustatory,yes,no
pile__n,-0.0259731,-0.026564727,0.016682306,0,0.036823402,pile,n,672,2.827369273,Haptic,yes,no
bitterness__n,-0.072263852,-0.126561227,0.117410781,0.287003242,-0.141528054,bitterness,n,72,1.857332496,Olfactory,yes,no
afresh__n,0.085769507,0.022733652,0,0,0,afresh,n,13,1.113943352,Visual,yes,no
atlas__n,0.100029934,0,0,0,0,atlas,n,52,1.716003344,Visual,yes,no
fewer__a,-0.015820786,-0.030173487,0.013973632,-0.090410354,-0.010648513,fewer,a,152,2.181843588,Gustatory,yes,no
scintillate__v,0.100029934,0,0,0,0,scintillate,v,2,0.301029996,Visual,yes,no
grotesque__a,-0.019288143,-0.055776028,0.014409162,0,0.01476322,grotesque,a,80,1.903089987,Haptic,yes,no
appal__v,0.043572051,0.011941713,0.042521145,0,-0.087901286,appal,v,2,0.301029996,Visual,yes,no
full-speed__a,0,0.022733652,0.06759871,0,0.031768506,full-speed,a,NA,NA,Gustatory,yes,no
sorry__r,0.043015716,-0.007536342,-0.038180683,0,-0.016256233,sorry,r,59566,4.774998437,Visual,yes,no
scorpion__n,0.05022586,0,0,0,-0.027999974,scorpion,n,136,2.133538908,Visual,yes,no
professionals__n,0.025343722,0.043514065,0,0,0.023954859,professionals,n,231,2.36361198,Auditory,yes,no
recycle__v,0.012895954,0.03887742,0.014050153,0,0.01136583,recycle,v,44,1.643452676,Auditory,yes,no
reconciliation__n,-0.056207715,0.038179326,0,0,-0.001109019,reconciliation,n,52,1.716003344,Auditory,yes,no
relentlessly__r,0.028916194,-0.084151213,-0.014753474,0,-0.015455957,relentlessly,r,27,1.431363764,Visual,yes,no
brand__v,0.008296681,-0.019235342,-0.021833586,0,-0.057663791,brand,v,712,2.852479994,Visual,no,no
two-out__a,-0.112376055,-0.00998863,0.030904615,0,0.050776563,two-out,a,NA,NA,Haptic,yes,no
two-out__n,0.04236469,0,0,0,0.061844926,two-out,n,NA,NA,Haptic,yes,no
momentary__a,0.01954918,0,0,0,0.046415675,momentary,a,56,1.748188027,Haptic,yes,no
polarize__v,0.056172846,-0.041948238,0.000845836,0,0,polarize,v,1,0,Visual,yes,no
brand__n,-0.014136264,-0.007802385,-0.028322666,0.053720838,-0.047083822,brand,n,712,2.852479994,Olfactory,yes,no
dilate__v,0,0,0,0,0.061827549,dilate,v,12,1.079181246,Haptic,yes,no
nap__v,-0.026611111,0.039429294,0.054869375,0,0.060473217,nap,v,645,2.809559715,Haptic,yes,no
postage__n,-0.007813535,0,-0.020825742,0,0,postage,n,48,1.681241237,Auditory,no,no
taxing__a,0.115598249,0,0,0,0.035349703,taxing,a,15,1.176091259,Visual,yes,no
voyeur__n,0.053309981,0,0,0,0.051853905,voyeur,n,21,1.322219295,Visual,yes,no
mater__n,-0.072771403,-0.023171414,0.022403678,0,-0.02935501,mater,n,83,1.919078092,Gustatory,yes,no
nap__n,-0.017967561,0.008242285,-0.057027934,0,-0.008483977,nap,n,645,2.809559715,Auditory,no,no
mental__a,-0.003176259,-0.017546848,-0.039365759,0,-0.022921405,mental,a,1002,3.000867722,Olfactory,no,no
clean-up__a,0,0,0.01197084,0,0.066795189,clean-up,a,NA,NA,Haptic,yes,no
christian__n,0.002667941,-0.015367888,-0.030721863,0,-0.008099266,christian,n,811,2.909020854,Visual,no,no
christian__a,-0.019016838,0.001277133,0.008411947,-0.053471481,-0.015537047,christian,a,811,2.909020854,Gustatory,no,no
reward__v,-0.01950743,-0.002618183,-0.018796066,0.007405735,-0.01698822,reward,v,919,2.963315511,Olfactory,no,no
streamline__v,-0.015409674,-0.060117883,0.003625083,0,0.007145336,streamline,v,26,1.414973348,Haptic,no,no
judiciary__n,-0.006968698,-0.017886187,0,0,-0.047223777,judiciary,n,11,1.041392685,Gustatory,no,no
reward__n,0.00473608,-0.044226854,-0.011040123,0,0.01042819,reward,n,919,2.963315511,Haptic,yes,no
appropriations__n,0.038707432,0.028700767,0,0,0,appropriations,n,23,1.361727836,Visual,yes,no
staunchest__a,0,0,0,0,0.082498107,staunchest,a,2,0.301029996,Haptic,yes,no
full-motion__a,0,0,0.071494841,0,0.037318569,full-motion,a,NA,NA,Gustatory,yes,no
tickle__v,-0.045598561,-0.021678244,0.023896849,0,0.095177605,tickle,v,245,2.389166084,Haptic,yes,no
parachute__n,0.053214274,0,0,0,0.035349703,parachute,n,162,2.209515015,Visual,yes,no
unfathomable__a,0.000390928,-0.009615736,0,0,0,unfathomable,a,15,1.176091259,Visual,no,no
natural__n,0.009283481,0,0,0,0.035865088,natural,n,2160,3.334453751,Haptic,yes,no
standing__a,-0.022169356,-0.032826315,0.026015974,0,0.040987318,standing,a,3994,3.601408061,Haptic,yes,no
well-draining__a,0,0,0.077734852,0.205199184,0.00492972,well-draining,a,NA,NA,Olfactory,yes,no
standing__n,0.016499278,-0.079785214,-0.021200831,0,-0.024958842,standing,n,3994,3.601408061,Visual,yes,no
natural__a,0.017683828,-0.023834614,0.012167555,-0.013463777,-0.056655131,natural,a,2160,3.334453751,Visual,yes,no
red-black__a,0,0.050037412,0,0,0,red-black,a,NA,NA,Auditory,yes,no
somebody__n,0.003383867,0.039129646,-0.038253646,-0.112923682,0.025094249,somebody,n,17571,4.244796479,Auditory,yes,no
primary__n,-0.029377598,-0.051651601,-0.097640807,0,0.02938714,primary,n,444,2.64738297,Haptic,yes,no
artistry__n,-0.031941573,0,0.028620692,0,0,artistry,n,24,1.380211242,Gustatory,yes,no
nhl__a,0.012271865,0.042513264,-0.00166749,0,0.026812967,nhl,a,NA,NA,Auditory,yes,no
altitude__n,-0.017057356,-0.002137806,-0.058077839,0,0.057241442,altitude,n,198,2.29666519,Haptic,yes,no
primary__a,-0.011459776,-0.015458935,-0.055529511,0,-0.017748894,primary,a,444,2.64738297,Olfactory,no,no
multimillionaire__n,-0.031941573,-0.015360976,0,0,-0.006504018,multimillionaire,n,17,1.230448921,Gustatory,no,no
wise__v,0,0,0,0,0.074167058,wise,v,1452,3.161966616,Haptic,yes,no
inexperienced__a,0.001586125,-0.000803684,-0.031954271,0,-0.04834089,inexperienced,a,58,1.763427994,Visual,no,no
last-minute__a,0.008029663,-0.044646705,-0.011277267,0,-0.022659867,last-minute,a,NA,NA,Visual,no,no
infallible__a,0,0.074745059,0,0,0.011453066,infallible,a,32,1.505149978,Auditory,yes,no
area__n,0.001048122,-0.021038123,-0.027259372,-0.007837635,-0.024639167,area,n,3821,3.582177038,Visual,no,no
unbearable__a,0.014906821,0.004415892,0.000845836,0,0.013450746,unbearable,a,129,2.11058971,Visual,yes,no
conversely__r,-0.039213725,-0.003208189,0,0,0.021744884,conversely,r,8,0.903089987,Haptic,yes,no
two-hour__a,0.034264321,-0.043330789,-0.035844022,0,-0.008226904,two-hour,a,NA,NA,Visual,yes,no
gravitate__v,0.014906821,0.004415892,0,0,0,gravitate,v,7,0.84509804,Visual,yes,no
beguiling__a,0,0,0.02533455,0.19520348,-0.008841722,beguiling,a,8,0.903089987,Olfactory,yes,no
interpret__v,-0.019456938,0.015045428,-0.10963608,0,-0.02954676,interpret,v,125,2.096910013,Auditory,yes,no
kindly__r,-0.055437791,-0.039509247,0.05449924,0,-0.056826654,kindly,r,538,2.730782276,Gustatory,yes,no
airwave__n,-0.07849145,0.000166226,-0.010187727,0,0.028521444,airwave,n,1,0,Haptic,yes,no
elf__n,0.060871566,0.002238798,0.084544294,0,0,elf,n,193,2.285557309,Gustatory,yes,no
kindly__a,0.033750393,0,0.003457748,0,0.016189059,kindly,a,538,2.730782276,Visual,yes,no
fudge__a,0,0,0.153918636,0.20791964,0.015526504,fudge,a,185,2.267171728,Olfactory,yes,no
enlarged__a,0.016391156,-0.021060143,0.071179907,0,0,enlarged,a,54,1.73239376,Gustatory,yes,no
legislature__n,-0.017021288,-0.014035524,-0.107508137,0,-0.0186551,legislature,n,40,1.602059991,Olfactory,no,no
procedural__a,-0.05424088,0.024912649,0,0,-0.099286259,procedural,a,27,1.431363764,Auditory,yes,no
tussle__n,0.020495246,0.039429294,0,0,-0.027999974,tussle,n,24,1.380211242,Auditory,yes,no
soggy__a,0.05128597,0,-0.012981954,0,-0.020715548,soggy,a,50,1.698970004,Visual,yes,no
convey__v,0.017291896,-0.055959272,-0.061545965,0.02544579,-0.006989848,convey,v,136,2.133538908,Olfactory,yes,no
ephedron__n,0,0.04932939,0.096887046,0,0,ephedron,n,NA,NA,Gustatory,yes,no
robust__a,-0.048348902,-0.080580438,0.137661204,0.304343097,-0.097280046,robust,a,36,1.556302501,Olfactory,yes,no
landscaping__n,0,0.009807334,0,0,-0.008841722,landscaping,n,64,1.806179974,Auditory,no,no
possible__a,0.023526043,-0.010235337,-0.035913142,-0.084203992,-0.040445216,possible,a,5816,3.764624398,Visual,yes,no
thickness__n,-0.024702589,0.006603314,0.089796499,0,-0.013424509,thickness,n,26,1.414973348,Gustatory,yes,no
linguine__n,0.024873521,0,0.168741838,0,-0.06201852,linguine,n,13,1.113943352,Gustatory,yes,no
shapely__r,0.067533,0.028700767,0,0,0,shapely,r,18,1.255272505,Visual,yes,no
forester__n,0.078962213,0,0,0,0,forester,n,3,0.477121255,Visual,yes,no
all-conquering__a,0.10214125,0,0,0,0,all-conquering,a,NA,NA,Visual,yes,no
usage__n,-0.091929654,-0.043574686,0.074839858,0,-0.034396847,usage,n,26,1.414973348,Gustatory,yes,no
skip__v,-0.010031465,-0.018826125,0.006158932,0,-0.008465682,skip,v,1076,3.031812271,Gustatory,no,no
shapely__a,0.081618762,0,0,0,0,shapely,a,18,1.255272505,Visual,yes,no
antidote__n,-0.009726477,-0.039509247,0.004472421,0,0,antidote,n,221,2.344392274,Gustatory,no,no
plaintively__r,0.069979672,-0.005317779,0,0,0,plaintively,r,1,0,Visual,yes,no
elusiveness__n,0.060321775,0.02168426,0,0,0.030302062,elusiveness,n,NA,NA,Visual,yes,no
five-game__a,-0.075489952,-0.041239975,0.032864209,0,0.033939755,five-game,a,NA,NA,Haptic,yes,no
candy__n,-0.057908515,-0.070242299,0.190632694,0.079584275,-0.05518759,candy,n,1825,3.261262869,Gustatory,yes,no
heretofore__r,0.00954111,0.019327218,0.015068851,0,0.008113705,heretofore,r,12,1.079181246,Auditory,yes,no
byline__n,0,0.049023804,0,0,0.028362072,byline,n,20,1.301029996,Auditory,yes,no
third-down__a,-0.013866241,-0.003551979,0.001575257,0,-0.01544328,third-down,a,NA,NA,Gustatory,no,no
powder__n,-0.028846593,-0.158162716,0.151613267,0.033950199,0.015377742,powder,n,818,2.912753304,Gustatory,yes,no
construction__n,-0.012237879,-0.020539484,-0.054866943,-0.015706031,-0.034727061,construction,n,706,2.848804701,Visual,no,no
crispness__n,0,0.015337058,0.058131131,0,0.023954859,crispness,n,2,0.301029996,Gustatory,yes,no
overly__r,0.011160733,-0.000869421,0.027991312,0.077196593,-0.040731006,overly,r,113,2.053078443,Olfactory,yes,no
powder__v,0.041762903,0,0.077138471,0.225595966,0.040264407,powder,v,818,2.912753304,Olfactory,yes,no
viola__n,0,0.071127833,0,0,0,viola,n,151,2.178976947,Auditory,yes,no
positioning__n,-0.005846699,-0.035705861,0,0,-0.053125967,positioning,n,43,1.633468456,Gustatory,no,no
fail__v,-0.016377519,-0.013756184,-0.042883348,-0.091519209,0.01285197,fail,v,1254,3.098297536,Haptic,yes,no
sell-off__n,0,0.022733652,0.084494534,0,0,sell-off,n,NA,NA,Gustatory,yes,no
speedy__a,-0.047039526,0.019321643,0.035797355,0,-0.074160265,speedy,a,100,2,Gustatory,yes,no
stripe__n,0.08331233,-0.086784044,-0.002963494,0,-0.07774919,stripe,n,74,1.86923172,Visual,yes,no
potato__n,-0.034797846,-0.188243423,0.204943122,0.101810793,-0.039174868,potato,n,576,2.760422483,Gustatory,yes,no
collision__n,-0.008730321,-0.034188825,0.004184595,0,0.02788507,collision,n,137,2.136720567,Haptic,yes,no
graffitus__n,0.027971117,-0.007071386,0.01857636,0.081650938,-0.090121332,graffitus,n,NA,NA,Olfactory,yes,no
authoritarian__a,0.020663096,-0.055123353,-0.055945061,0,-0.03099189,authoritarian,a,3,0.477121255,Visual,yes,no
not-too-bright__a,0,0.036544555,0,0,0.045162357,not-too-bright,a,NA,NA,Haptic,yes,no
fuel-efficient__a,0.009283481,0,0,0,0.007894618,fuel-efficient,a,NA,NA,Visual,no,no
scald__v,0,-0.006969664,0.037012004,0.146606564,0.038184947,scald,v,14,1.146128036,Olfactory,yes,no
liquefy__v,0,0,0.047006127,0,0.092780202,liquefy,v,10,1,Haptic,yes,no
prizefighter__n,0.053214274,0.006106793,0,0,0.051735155,prizefighter,n,16,1.204119983,Visual,yes,no
nervousness__n,0.033102562,-0.011991899,0,0,0.021564154,nervousness,n,30,1.477121255,Visual,yes,no
usually__r,4.84E-05,-0.008675637,-0.006438188,-0.043377312,0.007765796,usually,r,3214,3.507045872,Haptic,no,no
greetings__n,0.020091697,-0.017459524,0,0,0,greetings,n,345,2.537819095,Visual,yes,no
risk-averse__a,0.01954918,0,0,0,0,risk-averse,a,NA,NA,Visual,yes,no
beer__n,-0.064614839,-0.046932355,0.181637192,0.008851645,-0.023201498,beer,n,3850,3.58546073,Gustatory,yes,no
watercress__n,-0.014469367,0,0.140564776,0.155914041,0.011453066,watercress,n,4,0.602059991,Olfactory,yes,no
buffaloes__n,0,0.009542516,0,0,0.046415675,buffaloes,n,13,1.113943352,Haptic,yes,no
biotech__a,-0.0030873,-0.04243702,-0.01766334,0,-0.0553157,biotech,a,16,1.204119983,Olfactory,no,no
rapist__n,0.021328581,-0.073885514,0,0,0,rapist,n,162,2.209515015,Visual,yes,no
hitch__v,-0.0151696,0.023889779,0,0,0.04239202,hitch,v,208,2.318063335,Haptic,yes,no
dispirited__a,0.038707432,0,0,0,0.066105594,dispirited,a,2,0.301029996,Haptic,yes,no
crevice__n,0,0.07514872,0,0,0,crevice,n,21,1.322219295,Auditory,yes,no
noble__a,0.010541296,-0.077461143,-0.017285944,0,-0.030548582,noble,a,744,2.871572936,Visual,yes,no
managerial__a,-0.003395416,-0.003137862,0.019774888,0,0.017154724,managerial,a,21,1.322219295,Gustatory,yes,no
broadband__a,0,0.030506825,0,0,-0.071325998,broadband,a,16,1.204119983,Auditory,yes,no
full-dress__a,0,0.02168426,0,0,0.030302062,full-dress,a,NA,NA,Haptic,yes,no
coalition__n,0.008089971,-0.003912519,-0.060715391,0,-0.014783488,coalition,n,92,1.963787827,Visual,no,no
capitalist__a,0,-0.020433173,-0.004089401,0,-0.038265673,capitalist,a,78,1.892094603,Visual,no,no
capitalist__n,-0.027544341,0.029806704,0.003085477,0,-0.023209174,capitalist,n,78,1.892094603,Auditory,yes,no
moss__n,0.00954111,0,0.043238415,0,0.080659713,moss,n,145,2.161368002,Haptic,yes,no
nonstick__v,0,0,0.151657737,0,0,nonstick,v,1,0,Gustatory,yes,no
stilted__a,0.0049158,-0.025155275,-0.008683997,0,0.003459725,stilted,a,8,0.903089987,Visual,no,no
nonstick__a,-0.023776844,0,0.111637595,0,0.001887293,nonstick,a,1,0,Gustatory,yes,no
nonstick__n,0.012271865,0,0.089202531,0,0.051915474,nonstick,n,1,0,Gustatory,yes,no
cadet__n,0,0.019327218,0,0,0,cadet,n,176,2.245512668,Auditory,yes,no
unreal__a,0.004688885,-0.005317779,0,0,0.031142986,unreal,a,127,2.103803721,Haptic,yes,no
decision__n,0.0564455,0.007714733,-0.060183539,-0.197624191,-0.036303589,decision,n,2808,3.448397103,Visual,yes,no
full-tilt__a,0.038707432,0,0.071494841,0,0,full-tilt,a,NA,NA,Gustatory,yes,no
interleague__a,-0.023776844,0.012975747,0.057840804,0,-0.025165707,interleague,a,2,0.301029996,Gustatory,yes,no
famished__a,0.097198208,0,0,0,0.045162357,famished,a,73,1.86332286,Visual,yes,no
markup__n,0.02815316,0,0.033178337,0,-0.000997935,markup,n,8,0.903089987,Gustatory,yes,no
boilermakers__n,-0.039510698,-0.049795062,0.055390708,0,0.028078032,boilermakers,n,7,0.84509804,Gustatory,yes,no
fruity__a,0,-0.021060143,0.102387144,0.250844639,0,fruity,a,66,1.819543936,Olfactory,yes,no
fruity__n,0.05022586,0,0.118177881,0.17551356,0,fruity,n,66,1.819543936,Olfactory,yes,no
reinstatement__n,-0.034454899,0.017635128,0,0,-0.035843761,reinstatement,n,14,1.146128036,Auditory,yes,no
refugee__n,-0.003915833,-0.023559544,-0.076125967,0.018502833,0.000530793,refugee,n,98,1.991226076,Olfactory,yes,no
double-wishbone__a,0.046551219,0.036544555,0,0,0.045162357,double-wishbone,a,NA,NA,Visual,yes,no
membership__n,0.004942252,-0.009856187,-0.07250428,0,-0.036282057,membership,n,165,2.217483944,Visual,no,no
scale__n,0.021269665,-0.033631818,-0.039482674,0,-0.035244968,scale,n,485,2.685741739,Visual,yes,no
extravagance__n,0.063326045,-0.024476031,0,0,0.011453066,extravagance,n,27,1.431363764,Visual,yes,no
scale__v,-0.003395416,-0.053341717,0.019774888,0.098791034,-0.081294015,scale,v,485,2.685741739,Olfactory,yes,no
one-fourth__n,-0.014469367,0.002596109,0.018318043,0,0,one-fourth,n,NA,NA,Gustatory,yes,no
outcome__n,-0.008029781,-0.012280221,0.001037379,0,-0.01909183,outcome,n,201,2.303196057,Gustatory,no,no
prequel__n,-0.017718558,0,0.064192276,0,0,prequel,n,3,0.477121255,Gustatory,yes,no
expectation__n,-0.028767488,0.029910108,-0.059490325,-0.082545958,-0.01039029,expectation,n,67,1.826074803,Auditory,yes,no
birdie__n,0.017948584,0.016896998,0,0,0.050946179,birdie,n,253,2.403120521,Haptic,yes,no
fracas__n,0.00954111,0,0,0.184652894,0.028362072,fracas,n,10,1,Olfactory,yes,no
diabetic__n,-0.049806673,0.053053903,0.010259811,0,-0.005278921,diabetic,n,113,2.053078443,Auditory,yes,no
thorn__n,0.026272643,-0.005737552,0.080077632,0.101909963,0.014800498,thorn,n,260,2.414973348,Olfactory,yes,no
diabetic__a,0,0,0,0,0.087518751,diabetic,a,113,2.053078443,Haptic,yes,no
barbecued__a,0,0,0.166615168,0,0,barbecued,a,43,1.633468456,Gustatory,yes,no
birdie__a,0.0495764,0,0.046577777,0,0.061827549,birdie,a,253,2.403120521,Haptic,yes,no
hurtful__a,0,0.037558717,0,0,0.018160317,hurtful,a,58,1.763427994,Auditory,yes,no
iranians__n,-0.066336341,0.006807038,0,0,-0.027956031,iranians,n,1,0,Auditory,no,no
woodworking__n,0,0,0.061850465,0.170774336,0,woodworking,n,5,0.698970004,Olfactory,yes,no
boyfriend__n,-0.027118228,-0.032079477,0.002688852,0.032815781,-0.000552067,boyfriend,n,3684,3.566319622,Olfactory,yes,no
renounce__v,-0.034560831,0.013956032,0,0,-0.035988237,renounce,v,86,1.934498451,Auditory,yes,no
anonymously__r,-0.005076613,0.045255357,0,0,-0.006504018,anonymously,r,35,1.544068044,Auditory,yes,no
careful__a,-0.022469927,0.029576047,-0.0602041,0,-0.0165768,careful,a,5550,3.744292983,Auditory,yes,no
constant__a,-0.008058854,0.013084832,0.005607896,-0.04034655,-0.00789542,constant,a,506,2.704150517,Auditory,yes,no
mix__n,-0.005616676,-0.085724631,0.11421683,0.097404019,-0.046499773,mix,n,834,2.921166051,Gustatory,yes,no
consensus__n,-0.003073933,-0.028706656,-0.035627597,0,-0.020484931,consensus,n,83,1.919078092,Olfactory,no,no
wizardry__n,0.031690925,0,0.064478334,0,0,wizardry,n,20,1.301029996,Gustatory,yes,no
busiest__a,0,-0.069548756,-0.069704583,0,0.045059066,busiest,a,44,1.643452676,Haptic,yes,no
sleeper__n,-0.001334941,0.012161944,0,0,-0.06366293,sleeper,n,105,2.021189299,Auditory,yes,no
mix__v,-0.038050135,-0.123656974,0.075759192,0.029531582,0.122443512,mix,v,834,2.921166051,Haptic,yes,no
happen__v,-0.006156664,0.034284417,-0.02137403,-0.112817835,-0.009077635,happen,v,12968,4.112873002,Auditory,yes,no
newness__n,0.040580646,0.071973078,0,0,0,newness,n,13,1.113943352,Auditory,yes,no
commune__n,0.067533,0,0,0,0,commune,n,67,1.826074803,Visual,yes,no
righthanded__a,0,0.04932939,0,0,0.049755845,righthanded,a,NA,NA,Haptic,yes,no
commune__v,0.080128811,0,0,0,0,commune,v,67,1.826074803,Visual,yes,no
asteroid__n,0.000409847,-0.029572506,0,0,0,asteroid,n,86,1.934498451,Visual,no,no
bewilder__v,0.035218571,0,0,0,-0.0440497,bewilder,v,2,0.301029996,Visual,yes,no
version__n,0.000565457,-0.029160448,-0.040584464,-0.02746663,-0.023466752,version,n,828,2.918030337,Visual,no,no
nonconference__a,-0.005076613,-0.015360976,0.091944624,0,0.042976128,nonconference,a,NA,NA,Gustatory,yes,no
